Date,Average Retail Price: Rice: Traditional Market,Average Retail Price: Rice: Low Quality I: Traditional Market,Average Retail Price: Rice: Low Quality II: Traditional Market,Average Retail Price: Rice: Medium Quality I: Traditional Market,Average Retail Price: Rice: Medium Quality II: Traditional Market,Average Retail Price: Rice: Super Quality I: Traditional Market,Average Retail Price: Rice: Super Quality II: Traditional Market,Average Retail Price: Chicken Meat: Traditional Market,Average Retail Price: Chicken Meat: Purebred Chicken: Traditional Market,Average Retail Price: Beef: Traditional Market,Average Retail Price: Beef: Quality 1: Traditional Market,Average Retail Price: Beef: Quality 2: Traditional Market,Average Retail Price: Egg: Traditional Market,Average Retail Price: Egg: Purebred Chicken Egg: Traditional Market,Average Retail Price: Onion: Traditional Market,Average Retail Price: Onion: Medium Size: Traditional Market,Average Retail Price: Garlic: Traditional Market,Average Retail Price: Garlic: Medium Size: Traditional Market,Average Retail Price: Red Chili Pepper: Traditional Market,Average Retail Price: Red Chili Pepper: Big: Traditional Market,Average Retail Price: Red Chili Pepper: Curly: Traditional Market,Average Retail Price: Cayenne Pepper: Traditional Market,Average Retail Price: Cayenne Pepper: Green: Traditional Market,Average Retail Price: Cayenne Pepper: Red: Traditional Market,Average Retail Price: Cooking Oil: Traditional Market,Average Retail Price: Cooking Oil: Bulky: Traditional Market,Average Retail Price: Cooking Oil: Brand I: Traditional Market,Average Retail Price: Cooking Oil: Brand II: Traditional Market,Average Retail Price: Sugar: Traditional Market,Average Retail Price: Sugar: Premium Quality: Traditional Market,Average Retail Price: Sugar: Local: Traditional Market,Average Retail Price: Rice: Modern Market,Average Retail Price: Rice: Low Quality I: Modern Market,Average Retail Price: Rice: Low Quality II: Modern Market,Average Retail Price: Rice: Medium Quality I: Modern Market,Average Retail Price: Rice: Medium Quality II: Modern Market,Average Retail Price: Rice: Super Quality I: Modern Market,Average Retail Price: Rice: Super Quality II: Modern Market,Average Retail Price: Chicken Meat: Modern Market,Average Retail Price: Chicken Meat: Purebred Chicken: Modern Market,Average Retail Price: Beef: Modern Market,Average Retail Price: Beef: Quality 1: Modern Market,Average Retail Price: Beef: Quality 2: Modern Market,Average Retail Price: Egg: Modern Market,Retail Price: Egg: Purebred Chicken Egg: Modern Market,Retail Price: Onion: Modern Market,Average Retail Price: Onion: Medium Size: Modern Market,Average Retail Price: Garlic: Modern Market,Average Retail Price: Garlic: Medium Size: Modern Market,Average Retail Price: Red Chili Pepper: Modern Market,Average Retail Price: Red Chili Pepper: Big: Modern Market,Average Retail Price: Red Chili Pepper: Curly: Modern Market,Average Retail Price: Cayenne Pepper: Modern Market,Average Retail Price: Cayenne Pepper: Green: Modern Market,Average Retail Price: Cayenne Pepper: Red: Modern Market,Average Retail Price: Cooking Oil: Modern Market,Average Retail Price: Cooking Oil: Brand I: Modern Market,Average Retail Price: Cooking Oil: Brand II: Modern Market,Average Retail Price: Sugar: Modern Market,Average Retail Price: Sugar: Premium Quality: Modern Market,Average Retail Price: Sugar: Local: Modern Market
9/23/2022,12100,11000,10700,12100,11950,13350,13050,34600,34600,133750,137300,127900,29600,29600,35600,35600,28750,28750,57400,56000,59250,59050,49450,66650,19550,14450,22350,20700,15100,15850,14450,13800,12100,12050,13400,13000,15300,14350,43000,43000,166250,172200,160700,32550,32550,56750,56750,36900,36900,96100,97800,97400,90900,82300,103050,23500,24250,22900,14300,14750,13950
9/26/2022,12100,11000,10700,12100,11950,13400,13050,34650,34650,133850,137450,127950,29150,29150,35350,35350,28800,28800,54450,53900,56100,57800,48350,65400,19500,14450,22300,20700,15100,15850,14450,13800,12100,12050,13400,13000,15300,14350,43000,43000,166250,172200,160700,32550,32550,56600,56600,36900,36900,96100,97800,97400,90850,82350,102850,23500,24250,22900,14300,14750,13950
9/27/2022,12100,11000,10700,12100,11950,13350,13050,34700,34700,133750,137300,127850,28950,28950,35500,35500,28750,28750,53800,52600,55450,57300,47800,65050,19500,14450,22300,20700,15100,15900,14450,13800,12150,12050,13400,13000,15300,14350,43000,43000,166250,172200,160700,32550,32550,56600,56600,36850,36850,96000,97750,97200,90850,82350,102850,23500,24250,22950,14300,14750,13900
9/28/2022,12100,11000,10750,12100,11950,13400,13050,34550,34550,133750,137300,127950,28800,28800,35300,35300,28650,28650,52550,51550,54050,56750,47500,64500,19450,14400,22300,20700,15100,15850,14450,13800,12150,12050,13500,13000,15350,14350,42550,42550,166150,171800,160900,32300,32300,55850,55850,36550,36550,94950,96000,96800,89650,80450,103250,23300,24050,22750,14300,14750,13900
9/29/2022,12100,11000,10750,12100,11950,13400,13050,34400,34400,133750,137300,127950,28650,28650,35200,35200,28600,28600,51650,50850,53000,56300,47050,64250,19450,14400,22250,20700,15100,15850,14450,13800,12150,12050,13500,13000,15350,14350,42500,42500,166350,172250,160900,32300,32300,55850,55850,36550,36550,94900,95950,96750,89700,80500,103300,23300,24050,22750,14300,14750,13900
9/30/2022,12100,11050,10750,12150,11950,13400,13050,34300,34300,134100,137750,128200,28500,28500,35250,35250,28600,28600,51300,50700,52500,56300,47200,64050,19450,14400,22200,20700,15100,15850,14450,13800,12150,12050,13500,13000,15350,14350,42550,42550,166350,172250,160900,32300,32300,55850,55850,36550,36550,94900,95950,96750,89700,80500,103300,23300,24050,22750,14300,14750,13900
10/3/2022,12150,11050,10750,12150,11950,13450,13050,34150,34150,133700,137250,127900,28250,28250,35100,35100,28550,28550,50550,50350,51550,55600,45950,64300,19400,14350,22250,20600,15100,15850,14450,13800,12150,12050,13500,13000,15350,14350,42500,42500,166350,172250,160900,32300,32300,55850,55850,36550,36550,94900,95950,96750,89750,80600,103300,23300,24050,22750,14300,14750,13900
10/4/2022,12150,11050,10750,12150,11950,13450,13100,34000,34000,133700,137250,127900,28100,28100,35100,35100,28500,28500,50300,49900,51300,55600,46000,64300,19400,14350,22250,20600,15100,15900,14450,13800,12100,12050,13500,13000,15350,14350,42550,42550,166350,172250,160900,32300,32300,55800,55800,36550,36550,94800,95750,96700,89650,80600,103100,23300,24000,22700,14300,14750,13900
10/5/2022,12150,11050,10750,12150,11950,13450,13100,33950,33950,133650,137150,127850,28050,28050,35050,35050,28450,28450,50800,50600,51650,55200,45800,63650,19350,14350,22200,20550,15100,15900,14450,13850,12100,12100,13500,13050,15400,14350,42450,42450,161200,166400,161200,31200,31200,53150,53150,35900,35900,89850,93850,88700,85300,75550,97600,23150,23600,22900,14300,14750,13850
10/6/2022,12150,11050,10750,12150,11950,13450,13100,33950,33950,133650,137150,127800,28000,28000,35150,35150,28350,28350,50300,50000,51250,54450,45500,62550,19350,14350,22200,20500,15100,15900,14450,13850,12100,12100,13500,13050,15400,14350,42450,42450,161400,166850,161200,31200,31200,53150,53150,35900,35900,89850,93850,88700,85300,75550,97650,23150,23600,22900,14300,14750,13850
10/7/2022,12150,11050,10750,12150,12000,13450,13100,34050,34050,133750,137100,128150,28000,28000,35300,35300,28400,28400,50600,49950,51550,54200,45500,61950,19350,14300,22200,20500,15100,15850,14450,13850,12100,12100,13500,13050,15400,14350,42450,42450,161400,166850,161200,31200,31200,53150,53150,35900,35900,89850,93850,88700,85300,75550,97650,23150,23600,22900,14300,14750,13850
10/10/2022,12150,11100,10750,12150,12000,13450,13100,33800,33800,133600,137200,127650,28250,28250,35500,35500,28350,28350,52000,50850,53200,53700,45150,61750,19250,14300,22100,20450,15100,15850,14450,13850,12100,12100,13500,13050,15400,14350,42450,42450,161400,166850,161200,31200,31200,53150,53150,35900,35900,89900,94000,88700,85250,75400,97650,23150,23600,22900,14300,14750,13850
10/11/2022,12150,11100,10750,12150,12000,13450,13100,33850,33850,133700,137250,127850,28300,28300,35650,35650,28200,28200,51550,50650,52900,53200,44450,60150,19250,14350,22050,20450,15100,15850,14450,13850,12100,12100,13500,13050,15400,14350,42450,42450,161400,166850,161200,31200,31200,53150,53150,35900,35900,89900,94000,88700,85250,75400,97700,23150,23600,22900,14300,14750,13850
10/12/2022,12150,11100,10750,12150,12000,13450,13100,33900,33900,133650,137200,127800,28250,28250,35750,35750,28300,28300,51350,50150,52650,53200,44600,61300,19250,14300,22050,20450,15100,15850,14400,13850,12100,12100,13550,13050,15400,14350,42300,42300,161700,165950,162400,30650,30650,53450,53450,36100,36100,86650,93450,84350,86350,77250,96650,23150,23650,22800,14250,14700,13850
10/13/2022,12150,11100,10750,12150,12000,13450,13100,33900,33900,133600,137150,127700,28250,28250,35700,35700,28300,28300,50950,49700,52300,52750,44200,60650,19250,14300,22000,20400,15100,15850,14400,13850,12100,12100,13550,13050,15400,14350,42300,42300,161900,166400,162400,30650,30650,53400,53400,36100,36100,86550,93600,84050,86250,77150,96500,23150,23650,22800,14250,14700,13850
10/14/2022,12150,11100,10750,12150,12000,13450,13100,34000,34000,133700,137350,127750,28250,28250,35700,35700,28200,28200,50000,48350,51650,52000,43500,59500,19200,14300,21950,20350,15050,15850,14400,13850,12100,12100,13550,13050,15400,14350,42300,42300,161900,166400,162400,30650,30650,53450,53450,36100,36100,86600,93550,84200,86350,77200,96700,23150,23650,22800,14250,14700,13850
10/17/2022,12150,11100,10750,12150,12000,13450,13100,33900,33900,133600,137200,127550,28400,28400,35750,35750,28050,28050,46450,45600,47550,50550,42450,57400,19150,14300,21900,20200,15100,15900,14400,13850,12100,12100,13550,13050,15400,14350,42300,42300,161900,166400,162400,30650,30650,53450,53450,36100,36100,86600,93550,84200,86300,77200,96550,23150,23650,22800,14250,14700,13850
10/18/2022,12150,11100,10750,12150,12000,13500,13100,33800,33800,133550,137150,127550,28450,28450,35700,35700,28050,28050,45500,45100,46350,49800,42100,56150,19100,14350,21850,20150,15100,15900,14400,13850,12100,12100,13550,13050,15400,14350,42350,42350,161900,166400,162400,30650,30650,53450,53450,36100,36100,86500,93350,84150,86200,77100,96400,23150,23650,22800,14250,14700,13850
10/19/2022,12150,11100,10750,12150,12000,13500,13100,33700,33700,133600,137250,127550,28400,28400,35500,35500,27950,27950,44650,44600,45350,48950,41650,54950,19050,14400,21700,20150,15100,15900,14400,13850,12100,12100,13550,13100,15400,14400,41950,41950,166300,171800,161400,31050,31050,53750,53750,35600,35600,84550,91350,81900,83600,75800,92200,23050,23650,22700,14250,14700,13850
10/20/2022,12150,11100,10750,12200,12000,13500,13100,33700,33700,133600,137250,127550,28400,28400,35500,35500,27950,27950,43850,43700,44500,48150,41300,54150,19150,14400,21800,20150,15100,15900,14400,13850,12100,12100,13550,13100,15400,14400,41950,41950,166500,172250,161400,31050,31050,53550,53550,35600,35600,84550,91350,81900,83600,75800,92200,23050,23650,22700,14250,14700,13850
10/21/2022,12150,11100,10750,12200,12000,13500,13100,33700,33700,133600,137200,127550,28350,28350,35500,35500,27900,27900,43150,43100,43700,47650,40750,53550,19150,14450,21800,20100,15050,15900,14400,13850,12100,12100,13550,13100,15400,14400,41950,41950,166500,172250,161400,31050,31050,53550,53550,35600,35600,84550,91300,81900,83500,75750,92050,23050,23650,22700,14250,14700,13850
10/24/2022,12200,11100,10750,12200,12000,13500,13100,33800,33800,133600,137200,127550,28350,28350,35400,35400,27950,27950,42600,43500,42650,46500,40150,51800,19100,14500,21700,20050,15050,15900,14400,13850,12100,12100,13550,13100,15400,14400,41900,41900,166450,172150,161400,31050,31050,53550,53550,35600,35600,84500,91250,81900,83500,75750,92050,23050,23650,22700,14250,14700,13850
10/25/2022,12200,11100,10750,12200,12000,13500,13150,33750,33750,133500,137050,127500,28350,28350,35350,35350,27900,27900,42050,43250,41950,46300,40000,51700,19100,14500,21650,20050,15050,15900,14400,13850,12100,12100,13550,13100,15400,14400,41900,41900,166500,172250,161450,31050,31050,53550,53550,35600,35600,84450,91100,81850,83400,75750,91800,23050,23650,22700,14250,14700,13850
10/26/2022,12200,11100,10750,12200,12000,13500,13150,33800,33800,133550,137150,127500,28350,28350,35400,35400,27900,27900,41400,42650,41350,45800,39550,51150,19100,14500,21650,20050,15050,15900,14400,13900,12100,12100,13550,13100,15400,14400,41800,41800,165300,172050,158950,31000,31000,52900,52900,35400,35400,81300,87900,78850,80300,72850,90450,22900,23500,22500,14250,14700,13850
10/27/2022,12200,11100,10750,12200,12050,13500,13150,33900,33900,133700,137300,127700,28400,28400,35350,35350,27850,27850,40800,41700,40900,45900,39500,51250,19000,14550,21550,19950,15050,15900,14400,13900,12100,12100,13550,13100,15400,14400,41800,41800,165500,172550,158950,31000,31000,52900,52900,35400,35400,81300,87900,78850,80300,72850,90450,22900,23500,22500,14250,14700,13850
10/28/2022,12200,11100,10750,12200,12050,13500,13150,33850,33850,133550,137200,127500,28400,28400,35300,35300,27850,27850,40850,41350,41000,45700,39400,50900,19050,14550,21650,20000,15050,15900,14400,13900,12100,12100,13550,13100,15400,14400,41850,41850,165500,172550,158950,31000,31000,52900,52900,35400,35400,81250,87900,78850,80250,72850,90400,22900,23500,22500,14250,14700,13850
10/31/2022,12200,11100,10750,12200,12050,13500,13150,33950,33950,133550,137150,127500,28400,28400,35700,35700,27900,27900,39700,40400,39850,44400,38650,49150,19000,14550,21600,20000,15050,15900,14400,13900,12100,12100,13550,13100,15400,14400,41850,41850,165500,172550,158950,31000,31000,52900,52900,35400,35400,81150,87900,78600,80300,72850,90450,22900,23500,22500,14250,14700,13850
11/1/2022,12200,11100,10750,12200,12050,13500,13150,33950,33950,133550,137150,127500,28400,28400,35700,35700,27900,27900,39550,40050,39750,44250,38900,48750,19050,14550,21600,20000,15050,15900,14400,13900,12100,12100,13550,13100,15400,14400,41850,41850,165500,172550,158950,30950,30950,52950,52950,35400,35400,80900,88000,78000,80150,72800,90200,22900,23500,22500,14250,14700,13850
11/2/2022,12200,11100,10750,12200,12050,13500,13150,33950,33950,133550,137150,127500,28350,28350,35750,35750,27850,27850,39150,39600,39350,44250,38800,48450,19050,14550,21600,20000,15050,15900,14400,13500,12150,12100,13550,13100,14900,14100,41100,41100,165400,172450,158200,31000,31000,52350,52350,34850,34850,76700,85050,72500,77250,70250,86450,22950,23600,22500,14300,14750,13900
11/3/2022,12200,11100,10750,12250,12050,13500,13150,33900,33900,133550,137150,127500,28300,28300,35850,35850,27900,27900,38700,39250,38850,43600,38600,47650,19100,14600,21600,20050,15050,15900,14400,13500,12150,12100,13550,13100,14900,14100,41100,41100,165600,172950,158200,31000,31000,52350,52350,34850,34850,76700,85050,72500,77200,70200,86400,22950,23600,22500,14300,14750,13900
11/4/2022,12200,11100,10750,12250,12050,13500,13150,33800,33800,133550,137150,127500,28350,28350,36050,36050,27850,27850,38600,39200,38700,43400,38450,47450,19100,14600,21600,20050,15050,15900,14350,13500,12150,12100,13550,13100,14900,14100,41100,41100,165600,172950,158200,31000,31000,52350,52350,34850,34850,76700,85050,72500,77200,70200,86450,22950,23600,22500,14300,14750,13900
11/7/2022,12200,11100,10750,12250,12050,13500,13150,34100,34100,133700,137450,127650,28450,28450,36700,36700,28050,28050,38150,39100,37500,43250,36350,47350,19150,14700,21800,20050,15050,15900,14400,13500,12150,12100,13550,13100,14900,14100,41100,41100,165700,173100,158200,31000,31000,52350,52350,34850,34850,76650,85050,72400,77250,70200,86450,22950,23600,22500,14300,14750,13900
11/8/2022,12200,11100,10750,12250,12050,13500,13150,34100,34100,133600,137250,127650,28450,28450,36500,36500,27850,27850,37200,38450,36750,43300,38250,47450,19150,14700,21700,20050,15050,15900,14400,13500,12150,12100,13550,13100,14900,14100,41100,41100,165650,172950,158300,31000,31000,52400,52400,34850,34850,76600,85000,72350,77150,70150,86400,22950,23600,22500,14300,14750,13900
11/9/2022,12200,11100,10750,12250,12050,13550,13200,34100,34100,133600,137250,127700,28550,28550,36650,36650,27850,27850,37000,38400,36600,43100,38100,47150,19150,14700,21650,20050,15050,15900,14400,13550,12100,12100,13550,13100,14950,14200,41150,41150,165900,171600,160700,30650,30650,53000,53000,34500,34500,75250,85100,69600,73150,66750,81250,23050,23500,22750,14300,14700,13900
11/10/2022,12200,11150,10800,12250,12050,13500,13200,34200,34200,133700,137300,127750,28600,28600,36850,36850,27850,27850,36900,38400,36600,43100,37800,47150,19150,14700,21750,20050,15050,15900,14350,13550,12100,12100,13550,13100,14950,14200,41150,41150,166100,171950,160700,30650,30650,53000,53000,34500,34500,75250,85100,69600,73200,66750,81300,23050,23500,22750,14300,14700,13900
11/11/2022,12200,11100,10750,12250,12050,13550,13200,34300,34300,133600,137250,127700,28650,28650,37000,37000,27800,27800,36900,38400,36500,42950,37850,46850,19150,14700,21700,20050,15050,15900,14400,13550,12100,12100,13550,13100,14950,14200,41150,41150,166100,171950,160700,30650,30650,53000,53000,34500,34500,75250,85100,69600,73200,66750,81300,23050,23500,22750,14300,14700,13900
11/14/2022,12200,11150,10750,12250,12050,13550,13200,34600,34600,133600,137250,127650,28800,28800,37450,37450,27750,27750,36750,38150,36450,42800,38100,46400,19150,14750,21700,20000,15050,15900,14400,13550,12100,12100,13550,13100,14950,14200,41150,41150,166100,171950,160700,30650,30650,53000,53000,34500,34500,75250,85100,69600,73200,66850,81150,23000,23500,22750,14300,14700,13900
11/15/2022,12200,11150,10800,12250,12050,13550,13200,34700,34700,133600,137250,127550,28800,28800,37350,37350,27650,27650,36800,38000,36500,43050,37950,46700,19150,14750,21700,20050,15100,15900,14400,13550,12100,12100,13550,13100,14950,14200,41150,41150,166100,171950,160700,30650,30650,53000,53000,34500,34500,75300,85050,69700,73200,66850,81150,23000,23450,22750,14300,14700,13900
11/16/2022,12250,11150,10800,12250,12050,13550,13200,34900,34900,133600,137250,127600,28900,28900,37400,37400,27600,27600,36550,37950,36200,42800,37650,46650,19150,14800,21700,20050,15100,15900,14400,13550,12100,12150,13550,13100,14900,14200,41450,41450,165800,172150,159850,31100,31100,52750,52750,34500,34500,75050,85600,68650,71650,66900,78900,22950,23550,22550,14250,14700,13850
11/17/2022,12250,11150,10800,12250,12100,13550,13200,34900,34900,133600,137250,127600,28950,28950,37650,37650,27650,27650,36350,37900,35900,42350,37550,46000,19150,14800,21700,20000,15100,15900,14400,13550,12100,12150,13550,13100,14900,14200,41450,41450,165950,172550,159850,31100,31100,52600,52600,34500,34500,75000,85500,68650,71550,66800,78700,22950,23550,22550,14250,14700,13850
11/18/2022,12250,11150,10800,12300,12100,13550,13200,34950,34950,133600,137250,127600,28950,28950,37800,37800,27750,27750,36450,37950,36000,42750,37750,46300,19150,14800,21700,20000,15050,15900,14400,13550,12100,12150,13550,13100,14900,14200,41450,41450,165950,172550,159850,31100,31100,52600,52600,34500,34500,74950,85450,68650,71550,66800,78700,22950,23550,22550,14250,14700,13850
11/21/2022,12250,11150,10850,12300,12100,13600,13250,35100,35100,133600,137250,127600,29050,29050,37800,37800,27750,27750,37200,38500,36850,44050,38400,48200,19150,14800,21700,20000,15100,15900,14400,13550,12100,12150,13550,13100,14900,14200,41500,41500,165950,172550,159850,31100,31100,52600,52600,34500,34500,74950,85450,68650,71550,66800,78700,22950,23550,22550,14250,14700,13850
11/22/2022,12250,11150,10850,12300,12100,13600,13250,35250,35250,133600,137250,127600,29100,29100,37800,37800,27750,27750,37250,38550,36900,43950,38200,48100,19150,14800,21700,20000,15100,15900,14400,13550,12100,12150,13550,13100,14900,14200,41500,41500,165950,172550,159850,31100,31100,52650,52650,34500,34500,74950,85400,68650,71550,66800,78750,22950,23550,22550,14250,14700,13850
11/23/2022,12250,11200,10850,12300,12100,13600,13250,35250,35250,133600,137250,127600,29150,29150,37950,37950,27650,27650,37200,38450,36800,43800,38250,47950,19200,14800,21700,20050,15100,15900,14400,13550,12100,12150,13550,13100,14950,14200,41750,41750,166400,172850,160050,31250,31250,53050,53050,34700,34700,74650,84150,68950,71050,65700,78350,22900,23400,22550,14250,14700,13850
11/24/2022,12250,11200,10850,12300,12100,13600,13250,35250,35250,133600,137200,127650,29250,29250,37850,37850,27700,27700,37150,38400,36750,43850,38350,48000,19200,14850,21650,20050,15050,15850,14400,13550,12100,12150,13550,13100,14950,14200,41700,41700,166600,173200,160050,31250,31250,53050,53050,34700,34700,74650,84100,68950,71050,65700,78350,22900,23400,22550,14250,14700,13850
11/25/2022,12250,11200,10850,12300,12100,13600,13250,35150,35150,133450,137100,127400,29300,29300,37600,37600,27450,27450,37000,37800,36750,43700,38450,47700,19150,14800,21550,20050,15050,15850,14400,13550,12100,12150,13550,13100,14950,14200,41700,41700,166600,173200,160050,31250,31250,53050,53050,34700,34700,74650,84100,68950,71050,65700,78350,22900,23400,22550,14250,14700,13850
11/28/2022,12300,11200,10850,12300,12100,13600,13250,35100,35100,133600,137250,127550,29750,29750,37650,37650,27650,27650,36850,37400,36800,44550,39100,48100,19200,14850,21650,20100,15050,15900,14400,13550,12100,12150,13550,13100,14950,14200,41700,41700,166600,173200,160050,31300,31300,53050,53050,34700,34700,74650,84100,68950,71050,65700,78350,22900,23400,22550,14250,14700,13850
11/29/2022,12300,11200,10900,12350,12150,13650,13300,35200,35200,133600,137250,127550,29900,29900,37600,37600,27600,27600,36850,37650,36650,44500,39200,47600,19150,14850,21650,20050,15050,15850,14400,13550,12100,12150,13550,13100,14950,14200,41700,41700,166600,173200,160050,31300,31300,53000,53000,34700,34700,74550,84100,68800,71150,65700,78550,22900,23400,22550,14250,14700,13850
11/30/2022,12300,11200,10900,12350,12150,13650,13300,35200,35200,133600,137300,127550,29950,29950,37650,37650,27600,27600,36750,37700,36550,44650,39550,48300,19150,14850,21650,20050,15050,15850,14400,13550,12100,12150,13550,13150,14950,14200,41650,41650,166050,172750,159350,31450,31450,52950,52950,34700,34700,73800,83700,68200,71250,65700,78650,22950,23500,22550,14250,14700,13850
12/1/2022,12300,11200,10900,12350,12150,13600,13300,35250,35250,133550,137150,127650,30050,30050,37750,37750,27650,27650,36850,37700,36700,44400,40100,47200,19200,14900,21650,20050,15350,15850,15000,13550,12100,12150,13550,13150,14950,14200,41650,41650,166250,173100,159350,31450,31450,52950,52950,34700,34700,73800,83650,68200,71350,65700,78800,22950,23500,22550,14250,14700,13850
12/2/2022,12350,11200,10950,12350,12150,13650,13350,35150,35150,133550,137150,127650,30050,30050,37750,37750,27650,27650,37000,37500,36900,44900,40700,47750,19200,14900,21650,20050,15050,15850,14400,13550,12100,12150,13550,13150,14950,14200,41600,41600,166250,173100,159350,31450,31450,52950,52950,34700,34700,73750,83600,68200,71350,65700,78800,22950,23500,22550,14250,14700,13850
12/5/2022,12400,11250,10950,12400,12200,13700,13350,35200,35200,133550,137150,127650,30450,30450,37900,37900,27500,27500,37700,38350,37450,48250,43500,51500,19200,14950,21600,20050,15050,15900,14400,13550,12100,12150,13550,13150,14950,14200,41650,41650,166250,173100,159350,31400,31400,52850,52850,34700,34700,73750,83600,68200,71350,65750,78850,22950,23500,22550,14250,14700,13850
12/6/2022,12400,11300,11000,12400,12200,13750,13400,35250,35250,133600,137200,127700,30550,30550,37950,37950,27550,27550,37850,38500,37650,48750,42850,52400,19150,14950,21600,20050,15050,15850,14400,13550,12100,12150,13550,13150,14950,14200,41700,41700,166250,173100,159350,31500,31500,53150,53150,34700,34700,73650,83650,67900,71400,65800,79000,22950,23500,22550,14250,14700,13850
